age,browse_duration,purchase_count,avg_order_value,gender,city_tier,device_type,return_rate,coupon_usage,favorite_count,click_through_rate,last_purchase_days,app_install_count,membership_level,social_media_active,has_children,education_level,income_bracket,label
52,196,47,745,男,2,Android,0.49,4,,0.97,63,0,普通,否,否,本科,中,0
,97,11,287,女,4,,0.41,18,14,0.72,344,5,普通,是,,本科,中,0
56,167,31,1919,男,2,Android,0.46,20,93,0.63,19,5,VIP,否,是,本科,低,0
43,296,23,1551,男,5,iOS,0.47,9,66,0.31,160,0,普通,是,否,本科,低,0
66,264,21,139,男,3,Web,0.27,3,69,0.6,251,,普通,否,否,本科,高,0
55,7,2,1832,女,5,,0.12,8,94,,,,普通,是,否,本科,中,0
24,65,12,1552,男,3,Web,0.47,9,42,0.49,250,3,VIP,是,否,本科,低,0
40,58,1,1901,男,4,iOS,0.4,1,13,0.97,,5,普通,是,是,本科,低,0
41,120,10,537,男,1,iOS,0.41,19,26,0.23,249,3,超级VIP,否,是,本科,中,0
48,260,3,896,女,3,iOS,0.37,11,51,0.5,106,3,普通,否,否,博士,低,0
64,134,3,1536,女,1,Web,0.26,1,0,0.57,276,3,普通,否,否,硕士,高,0
64,55,24,1288,女,4,Web,0.38,0,4,0.05,281,3,VIP,是,否,本科,低,0
,27,,232,女,4,Web,0.34,12,63,0.7,,4,普通,否,是,本科,低,0
66,127,39,996,男,3,Web,0.31,13,65,0.02,31,1,普通,否,否,高中,高,0
43,23,3,1284,女,5,iOS,0.36,15,44,0.52,345,5,VIP,是,否,,高,0
64,229,46,749,男,3,iOS,0.18,11,17,,282,1,VIP,是,否,硕士,,0
30,175,36,1129,男,4,Web,0.42,,14,0.35,75,3,普通,是,,高中,低,0
32,220,26,1270,女,4,Android,0.32,11,45,0.53,31,4,普通,是,是,,中,0
44,35,4,303,男,1,Android,0.31,11,32,0.68,102,4,普通,是,否,本科,低,0
33,273,22,1470,男,3,Android,0.32,9,50,0.64,182,5,普通,否,否,本科,中,0
47,176,48,1061,男,4,iOS,0.39,1,92,0.03,325,3,超级VIP,否,否,本科,中,0
61,263,2,1843,,3,Android,0.2,19,28,0.59,,4,普通,,否,硕士,中,0
,17,37,1254,男,4,iOS,0.08,14,62,0.23,130,5,普通,是,否,本科,低,0
29,250,47,1737,女,5,Android,0.3,6,8,0.84,303,3,超级VIP,是,否,本科,高,0
21,140,26,972,女,2,Web,0.32,13,51,0.03,169,,VIP,否,否,本科,高,0
61,289,5,1178,男,3,iOS,0.29,4,15,0.82,153,1,普通,否,否,本科,低,0
40,198,34,,女,5,,0.41,18,41,0.47,159,2,普通,是,否,高中,中,0
70,160,11,254,女,3,iOS,0.4,6,1,0.05,254,1,普通,否,否,本科,中,0
45,49,3,457,男,5,Web,0.1,6,17,0.41,122,1,,是,是,本科,中,0
33,231,44,527,男,2,Android,0.4,1,60,0.53,104,2,VIP,是,否,本科,中,0
54,294,3,,女,2,Android,0.41,18,58,0.59,197,1,普通,是,,本科,高,0
38,11,3,524,女,3,iOS,0.41,3,2,0.2,222,0,普通,否,否,高中,中,0
32,14,38,369,女,5,Android,0.44,0,,0.29,263,3,普通,是,是,博士,高,0
67,291,43,915,女,4,Android,0.47,1,14,0.82,87,1,普通,是,否,高中,中,0
54,249,1,663,女,4,Web,0.1,1,85,0.96,273,5,VIP,是,是,本科,高,0
30,97,15,689,男,1,Android,0.47,13,,0.52,200,3,普通,是,否,本科,低,0
36,,6,1926,男,3,Android,0.28,17,43,0.07,21,4,普通,是,是,本科,中,0
31,96,8,1535,女,4,iOS,0.11,6,24,0.97,363,3,普通,是,是,本科,低,0
53,237,16,362,男,2,Android,0.01,0,64,,154,,普通,否,否,高中,低,0
37,163,26,930,女,3,Android,0.38,5,64,0.14,14,,普通,否,否,高中,中,0
61,292,44,721,女,3,iOS,0.42,8,,0.13,76,1,普通,否,否,高中,中,0
24,257,10,1989,,3,iOS,0.48,4,14,0.77,159,,普通,是,是,本科,高,0
61,248,12,342,男,5,Web,0.01,,50,0.66,304,0,普通,是,否,高中,低,0
51,122,37,939,男,5,Android,0.44,20,59,,232,0,普通,是,是,硕士,中,0
19,168,25,1991,女,2,iOS,0.42,11,55,0.34,120,5,VIP,否,否,本科,,0
49,203,5,977,男,1,Android,0.4,8,88,0.25,360,1,超级VIP,否,,本科,中,0
59,65,19,1613,男,5,Android,0.3,20,33,0.57,347,1,普通,否,是,硕士,低,0
56,265,18,1513,男,3,Android,0.48,8,78,0.61,217,5,普通,是,是,本科,中,0
27,235,25,37,女,3,Web,0.14,0,93,0.91,189,5,超级VIP,是,否,高中,低,0
27,217,6,780,女,3,iOS,0.41,15,10,0.62,89,5,普通,否,是,本科,中,0
44,137,7,105,女,5,Web,0.49,10,80,0.4,223,3,VIP,是,是,本科,低,0
68,231,4,555,女,3,,0.46,1,74,0.88,207,0,普通,是,否,高中,,0
25,76,35,1265,女,2,Web,,6,62,0.31,280,3,VIP,是,否,高中,低,0
18,135,50,396,男,4,iOS,0.33,2,75,0.6,192,,普通,否,否,硕士,中,0
56,90,2,1659,男,4,Android,0.28,2,90,0.95,,5,超级VIP,否,否,高中,中,0
38,72,7,995,女,2,Web,0.27,12,14,0.2,150,1,超级VIP,否,是,本科,中,0
26,297,50,1796,女,4,Android,0.44,13,59,0.02,43,2,普通,否,否,本科,低,0
22,282,15,1214,女,4,Android,0.44,13,,0.87,62,3,超级VIP,是,否,高中,中,0
69,31,44,1700,男,4,Android,0.29,20,15,0.1,164,4,普通,是,是,本科,中,0
57,135,43,582,女,2,iOS,0.14,2,22,0.68,260,5,普通,是,否,本科,低,0
55,247,3,1974,男,2,Web,,,32,0.88,287,2,普通,是,否,本科,中,0
60,145,11,200,女,1,Android,0.42,14,92,0.97,22,2,普通,否,是,高中,低,0
67,43,43,1075,男,2,Android,0.15,9,15,0.43,175,4,普通,是,是,硕士,高,0
50,31,25,,女,4,Android,0.32,15,78,0.16,32,4,VIP,是,是,高中,低,0
30,230,30,767,女,4,Android,0.48,,84,0.81,232,5,普通,否,否,本科,中,0
31,27,,1325,男,4,Android,0.32,6,27,0.78,275,1,超级VIP,是,是,本科,低,0
50,,33,1895,男,3,iOS,0.48,13,13,0.96,129,0,普通,是,否,本科,高,0
60,17,8,919,女,3,Android,0.42,,87,0.24,309,5,普通,是,是,本科,低,0
,102,13,520,女,5,Android,0.36,11,98,0.83,153,0,普通,否,否,本科,高,0
61,118,3,99,男,1,Android,0.36,9,30,0.48,96,2,普通,是,否,本科,中,0
48,159,36,1160,男,3,Web,0.34,16,24,0.41,14,4,,是,否,本科,高,0
23,231,23,870,男,3,Android,0.47,5,45,0.04,81,2,普通,是,否,高中,低,0
24,242,12,1907,女,4,Android,0.48,16,3,0.23,307,5,VIP,否,是,本科,低,0
63,16,32,760,,4,iOS,0.12,13,28,0.06,45,5,,是,否,本科,高,0
40,225,20,174,女,3,Android,0.35,20,46,0.15,295,3,普通,是,否,高中,中,0
69,139,16,1111,男,5,Web,0.27,18,69,0.81,186,0,普通,是,否,本科,中,0
42,216,2,544,女,2,iOS,0.04,13,24,0.95,,5,VIP,是,是,,低,0
64,152,14,956,女,4,Android,,16,50,0.58,,3,普通,是,否,高中,低,0
50,64,1,1236,男,5,Web,0.32,18,97,0.17,,2,超级VIP,否,否,高中,中,0
18,116,3,815,女,4,Android,0.48,9,45,0.52,141,3,普通,是,否,硕士,中,0
62,152,44,519,男,4,iOS,0.45,17,53,0.53,,0,普通,否,否,高中,中,0
20,155,12,133,男,2,Web,0.04,0,53,0.44,340,0,超级VIP,是,否,本科,,0
38,81,21,117,女,5,Android,0.48,4,64,0.12,180,2,VIP,是,是,高中,低,0
62,77,50,1909,男,3,iOS,0.32,9,5,0.47,361,5,VIP,是,是,硕士,中,0
55,66,15,1556,男,4,Android,0.03,1,67,0.18,160,5,普通,否,是,高中,中,0
62,,7,,男,3,Android,0.08,17,9,0.26,268,4,普通,是,是,高中,中,0
69,254,9,,男,2,Web,0.02,17,54,0.04,92,0,普通,是,否,高中,低,0
61,62,33,965,男,3,Web,,19,8,0.22,282,1,,是,是,本科,高,0
65,228,40,1140,男,3,Android,0.23,9,55,0.2,235,4,普通,是,否,本科,高,0
40,62,22,1687,男,3,Android,0.43,10,80,0.98,212,1,普通,是,否,本科,低,0
68,244,10,936,男,5,Web,0.02,3,11,0.91,344,2,普通,是,否,本科,中,0
70,,46,661,女,4,iOS,0.35,14,45,0.08,134,0,普通,是,否,本科,中,0
30,259,5,1340,女,5,Android,0.02,15,15,0.87,206,5,普通,否,是,硕士,低,0
40,176,0,11,男,3,Android,,0,69,0.61,356,1,普通,是,是,高中,中,0
26,203,34,1113,男,4,Android,0.34,12,46,0.25,341,2,普通,是,是,高中,,0
34,133,24,387,男,5,,0.45,16,59,0.9,332,5,普通,是,是,高中,低,0
19,81,28,82,男,3,Android,0.48,20,56,0.59,38,0,VIP,否,否,本科,中,0
59,193,16,395,女,3,Web,,17,83,0.84,304,1,超级VIP,是,是,高中,中,0
59,183,1,544,男,3,iOS,0.48,3,4,0.18,,5,VIP,否,否,高中,低,0
26,159,18,639,男,3,iOS,0.4,7,30,0.67,226,1,普通,否,否,高中,低,0
34,193,31,99,男,4,Android,0.4,1,17,0.09,,3,普通,是,是,本科,低,0
44,109,27,456,男,3,Android,0.39,18,76,0.93,257,5,普通,是,是,硕士,低,0
64,65,40,873,男,3,Android,0.38,8,42,0.12,77,2,普通,否,是,本科,低,0
19,253,7,327,男,4,iOS,0.11,11,10,0.67,114,4,普通,是,是,本科,高,0
36,59,40,73,女,4,Web,0.07,17,11,0.7,241,1,普通,是,是,,高,0
34,117,39,1119,女,4,Android,0.36,5,55,0.43,315,4,VIP,否,否,高中,中,0
22,,38,91,,5,iOS,0,12,82,0.38,65,1,VIP,是,否,高中,高,0
35,35,23,1863,女,5,iOS,0.41,17,0,0.82,260,0,普通,否,是,本科,低,0
70,18,37,,女,4,iOS,0.34,8,13,0.49,15,4,普通,是,是,本科,中,0
24,90,1,174,女,4,Web,0.05,0,80,0.18,,4,普通,是,否,本科,低,0
34,300,40,1760,男,4,Android,0.41,5,65,0.89,233,,普通,否,是,硕士,低,0
,211,40,314,男,5,iOS,0.44,13,,0.65,98,4,普通,否,是,硕士,低,0
53,221,18,1710,女,4,iOS,0.34,5,84,0.14,171,4,超级VIP,是,,本科,低,0
57,,40,,女,4,Web,0.49,17,19,0.18,260,1,普通,是,,硕士,低,0
62,222,1,496,男,2,Android,0.05,,51,0.54,,2,普通,否,是,硕士,中,0
21,97,27,1292,女,5,Android,0.35,6,22,0.5,173,3,普通,是,否,本科,,0
42,296,18,34,男,2,iOS,0.07,3,64,0.43,243,3,普通,否,是,本科,低,0
22,25,15,118,女,4,Web,0.33,10,5,0.17,204,3,普通,是,否,高中,中,0
47,27,29,1394,男,3,iOS,0.4,17,78,0.26,246,2,超级VIP,否,否,高中,中,0
21,222,13,1591,女,2,iOS,0.4,8,,0.06,284,5,超级VIP,否,否,本科,低,0
41,79,0,1924,女,,Android,,15,89,0.35,,0,VIP,否,,本科,中,0
46,50,44,1474,男,1,,0.3,11,,0.21,318,1,VIP,否,否,高中,中,0
26,101,1,1332,男,3,Android,0.4,13,58,0.17,,2,VIP,是,是,硕士,中,0
68,9,45,1399,男,3,Android,0.29,12,52,0.14,165,3,普通,是,是,本科,中,0
31,,14,,男,4,Web,0.3,3,9,0.37,87,1,普通,是,否,本科,高,0
,18,21,105,男,3,Android,0.13,0,89,0.5,81,0,普通,是,是,本科,中,0
36,140,39,,女,4,iOS,0.43,8,53,0.5,238,3,普通,是,是,本科,低,0
47,91,10,1586,男,3,,0.04,18,61,0.03,187,1,普通,是,是,,中,0
41,41,3,1912,女,2,iOS,0.01,20,41,0.73,364,1,普通,否,否,本科,低,0
28,294,6,1302,女,4,iOS,0.08,4,28,0.18,36,5,普通,是,是,高中,低,0
40,106,6,1610,女,3,iOS,,0,43,0.87,123,3,普通,是,否,高中,高,0
34,110,3,954,男,2,Android,0.06,1,32,0.93,290,0,,是,是,本科,高,0
26,120,19,1269,男,4,iOS,0.32,15,83,0.91,275,1,VIP,是,否,高中,中,0
41,256,30,666,女,2,iOS,0.32,2,2,0.37,323,2,普通,是,否,本科,中,0
,184,34,1608,女,5,Android,0.45,19,79,0.94,153,3,VIP,是,是,硕士,,0
39,285,8,930,男,,Android,0.31,18,27,0.82,268,4,普通,否,是,硕士,低,0
44,179,4,1462,女,2,iOS,0.03,,52,0.33,359,5,VIP,是,是,本科,低,0
62,86,7,1809,女,4,iOS,0.26,18,14,0.36,355,2,VIP,是,是,本科,低,0
29,18,20,555,女,3,Android,0.23,1,39,0.59,182,1,普通,是,否,高中,中,0
18,55,50,1172,男,2,Android,0.34,12,33,,338,4,普通,否,否,本科,中,0
38,228,15,55,男,1,iOS,0.02,5,35,0.07,354,4,VIP,是,否,本科,高,0
66,144,17,1711,女,3,Android,0.24,0,26,0.36,278,1,VIP,是,否,博士,低,0
62,91,,355,男,4,Web,,8,13,0.67,197,3,普通,是,否,高中,中,0
64,78,13,812,男,3,Web,0.39,13,86,0.26,113,0,普通,否,是,高中,低,0
49,149,47,1086,,3,Android,0.47,9,68,0.33,306,1,普通,否,否,本科,中,0
56,282,36,1849,女,3,Web,0.43,18,65,0.07,73,4,普通,是,否,高中,中,0
65,155,20,805,女,4,Android,0.3,,99,0.18,164,1,普通,是,否,高中,低,0
63,,0,1052,男,2,Android,,11,1,0.14,,5,普通,否,否,本科,中,0
49,116,10,1575,女,4,iOS,0.33,5,78,0.85,39,5,VIP,,是,本科,低,0
44,153,10,1682,男,3,Android,0.1,2,,0.24,282,4,普通,否,是,本科,低,0
35,198,31,567,男,4,Android,0.42,5,91,0.46,311,5,,否,是,本科,中,0
66,183,4,704,男,4,Android,0.07,11,11,0.19,307,2,普通,否,否,硕士,低,0
46,147,2,611,男,2,Android,0.3,10,29,0.56,,4,,是,是,硕士,低,0
61,,25,140,女,5,Android,,7,7,0.48,,1,普通,否,否,本科,中,0
51,178,7,560,男,2,Android,0.43,17,78,0.53,210,0,普通,是,是,本科,中,0
24,282,,498,男,3,Android,0.31,11,62,0.97,48,1,普通,是,否,本科,高,0
35,74,12,501,男,2,iOS,0.34,6,25,0.53,186,4,VIP,否,是,本科,低,0
55,143,24,740,男,3,Android,,11,24,0.87,132,4,普通,否,否,本科,低,0
25,295,36,1734,男,3,Android,0.47,16,19,0.49,60,4,普通,否,否,高中,高,0
68,129,6,674,女,3,iOS,0.15,10,25,0.3,32,1,普通,否,是,高中,低,0
35,179,5,48,女,1,iOS,0.26,10,22,0.78,175,0,普通,否,是,高中,中,0
22,109,14,1386,男,1,Android,0.5,19,63,0.03,142,5,普通,是,否,高中,低,0
45,1,39,626,女,4,Android,0.09,2,85,0.35,,0,VIP,否,是,本科,中,0
47,275,33,679,女,,Android,0.42,6,93,0.78,184,5,普通,,是,高中,高,0
56,296,28,276,男,3,iOS,0.44,,37,0.43,61,4,普通,否,否,本科,中,0
37,168,15,46,女,4,Web,0.06,18,39,,273,1,超级VIP,是,是,本科,中,0
45,22,22,925,女,4,iOS,0.36,19,29,0.72,327,4,普通,否,否,高中,低,0
29,293,9,215,女,3,Web,0.17,8,,0.66,82,2,普通,是,否,硕士,高,0
19,171,46,229,女,5,Android,0.42,11,98,0.86,175,4,普通,是,否,高中,中,0
40,5,3,224,女,4,Android,0.32,11,76,0.76,305,0,VIP,是,是,博士,中,0
55,250,27,45,男,5,iOS,,7,52,0.33,159,0,超级VIP,否,否,高中,中,0
21,9,5,1995,女,5,iOS,0.14,3,29,0.81,218,5,普通,否,,本科,中,0
32,50,13,1836,男,5,Web,0.44,13,79,0.68,17,5,超级VIP,是,是,高中,低,0
41,293,34,1037,女,2,Android,,,53,0.76,17,3,普通,是,是,本科,高,0
42,128,46,632,女,4,Android,0.41,5,31,0.54,362,3,VIP,否,否,硕士,高,0
18,248,,,女,5,Android,0.01,5,78,0.38,120,,普通,是,否,本科,中,0
24,,18,374,男,3,Web,0.43,20,86,0.81,74,5,普通,是,否,本科,高,0
48,82,0,702,女,2,Android,,15,46,0.55,,5,,是,否,高中,低,0
59,142,7,332,男,5,Android,0.5,0,80,0.73,220,0,普通,否,是,高中,低,0
61,286,34,165,男,2,iOS,0.33,11,31,0.59,110,2,普通,是,是,博士,中,0
67,276,22,506,,2,iOS,0.16,10,15,0.3,33,2,超级VIP,否,否,硕士,中,0
55,168,25,942,女,3,Android,0.3,9,13,0.75,121,4,普通,是,否,高中,中,0
29,143,40,635,,4,Android,,19,65,0.47,136,4,普通,,是,本科,中,0
19,242,1,1327,女,3,,0.01,13,54,0.01,190,3,超级VIP,否,是,硕士,低,0
47,288,24,868,男,3,Web,0.03,0,87,0.92,157,3,普通,是,否,,低,0
21,20,6,215,男,2,Android,0.26,20,49,0.37,134,,普通,否,是,本科,中,0
58,232,10,1039,女,4,iOS,0.47,11,30,0.08,313,2,超级VIP,否,否,本科,低,0
68,99,7,426,女,5,Web,0.05,5,84,0.66,300,3,普通,否,是,本科,低,0
56,213,10,1158,女,2,Web,0.42,15,19,0.37,84,4,普通,是,否,硕士,中,0
62,39,34,1121,男,4,Web,0.22,8,83,0.3,166,0,普通,,否,本科,低,0
68,239,38,1083,男,1,Android,0.28,18,85,0.48,365,4,VIP,是,是,,中,0
61,181,7,1919,女,3,Android,0.25,,83,0.43,228,4,普通,是,是,高中,高,0
32,264,42,1666,女,2,Android,0.34,20,94,0.8,40,5,VIP,否,是,本科,中,0
23,181,19,158,女,4,iOS,0.34,11,25,0.76,170,1,普通,是,是,本科,中,0
67,20,40,823,男,3,Android,0.36,0,93,0.37,127,4,VIP,是,是,高中,中,0
,195,46,470,女,1,Web,0.37,16,72,0.03,133,1,普通,是,是,本科,中,0
67,211,25,1619,男,2,Android,0.24,17,38,0.95,321,0,普通,是,否,本科,高,0
20,201,21,,女,5,Android,0.38,0,31,0.33,346,2,普通,是,否,硕士,低,0
20,217,4,1823,女,3,Android,0.45,18,43,0.48,264,3,普通,是,是,博士,中,0
39,92,14,1104,女,4,Android,0.33,1,39,0.95,256,1,普通,是,否,本科,高,0
68,156,28,707,男,5,iOS,0.32,1,90,0.56,313,4,VIP,否,否,本科,中,0
20,69,14,1314,女,3,Android,0.5,3,45,0.21,326,2,普通,是,是,本科,高,0
46,234,48,1891,女,3,iOS,0.01,,13,0.1,194,5,普通,否,否,高中,低,0
65,211,,1302,男,2,Android,0.48,10,77,0.12,97,0,普通,是,是,本科,中,0
24,59,,396,女,2,Android,0.31,12,97,0.01,285,0,普通,否,是,本科,低,0
30,251,30,973,女,5,iOS,0.38,,53,0.15,,4,普通,否,否,高中,高,0
19,1,,765,,2,Android,0.37,7,7,0.35,310,5,普通,是,是,本科,低,0
21,235,9,1165,女,,iOS,0.32,17,38,0.07,169,5,普通,,否,本科,低,0
27,18,36,676,女,3,Android,0.24,2,14,0.01,,0,普通,否,否,本科,中,0
56,48,9,516,女,5,iOS,0.29,8,3,0.11,230,5,普通,否,是,高中,高,0
41,77,32,1274,男,2,Android,0.36,9,64,0.94,110,0,普通,是,否,高中,中,0
34,27,24,661,男,3,iOS,0.43,20,34,0.53,209,2,普通,否,是,本科,中,0
23,95,4,1260,男,5,Web,0.14,9,65,0.49,226,1,普通,是,否,本科,高,0
22,175,38,305,男,3,iOS,0.33,17,94,0.11,,3,超级VIP,是,是,,高,0
49,72,4,357,男,3,iOS,0.2,16,52,0.58,137,4,普通,是,否,本科,低,0
27,28,7,1308,女,2,Android,0.12,20,82,0.83,253,5,VIP,否,否,本科,中,0
26,156,16,1316,男,4,Android,0.02,,22,0.56,13,1,普通,否,否,硕士,低,0
44,278,0,1186,男,1,,,9,72,0.88,,2,普通,是,是,硕士,中,0
21,233,17,1907,男,3,Android,0.38,1,91,0.12,121,3,普通,是,是,高中,中,0
41,186,,1593,男,2,Web,,18,90,0.64,68,3,普通,否,否,本科,中,0
52,7,14,506,男,1,iOS,0.39,6,,0.4,144,2,普通,否,是,本科,低,0
54,136,18,1385,女,5,Web,0.42,1,14,0.44,158,4,超级VIP,是,是,本科,中,0
65,,44,1657,女,,Android,0.36,6,,0.43,252,5,普通,是,否,硕士,低,0
52,85,24,703,女,3,Android,0.44,7,45,0.15,180,,普通,否,否,博士,低,0
61,185,7,476,女,5,iOS,0.1,,24,0.04,153,4,普通,否,否,本科,高,0
30,114,18,435,女,3,iOS,0.44,12,14,0.09,27,1,,是,否,本科,高,0
63,129,10,1045,女,,Android,0.16,,46,0.16,21,0,普通,是,否,本科,低,0
,289,10,1595,女,3,Android,0.1,17,32,0.12,337,0,VIP,,,本科,高,0
44,146,10,1773,男,3,Android,0.44,15,48,0.81,68,4,普通,是,是,硕士,中,0
34,268,20,1875,男,5,iOS,0.46,1,26,0.93,10,1,超级VIP,是,否,本科,中,0
57,49,17,1919,男,5,iOS,0.12,1,75,0.56,293,4,普通,是,否,本科,低,0
66,22,41,1359,女,2,iOS,0.24,2,83,0.71,172,3,普通,是,是,硕士,中,0
19,71,29,1365,女,1,Web,0.36,10,5,0.12,123,2,普通,是,否,硕士,低,0
30,153,50,1361,男,2,,0.42,17,83,0.43,181,0,普通,是,否,本科,中,0
69,56,44,1503,女,3,iOS,0.41,17,86,0.25,162,5,普通,否,否,硕士,高,0
69,,44,1065,男,2,Android,0,13,91,0.29,247,5,普通,是,是,本科,低,0
45,112,32,73,男,2,Android,0.21,12,33,0.66,,3,普通,是,否,硕士,低,0
43,237,1,830,男,2,Android,0.04,20,83,0.18,35,0,普通,是,是,本科,中,0
39,105,12,1045,女,4,Web,0.37,20,5,0.03,,4,超级VIP,否,否,本科,中,0
64,186,1,219,女,3,iOS,0.4,6,59,0.92,337,4,普通,否,是,本科,,0
60,158,42,78,女,4,Web,0.41,8,25,0.31,348,,普通,是,否,本科,中,0
20,197,44,234,男,2,iOS,0.45,16,48,0.13,201,4,普通,否,是,高中,中,0
29,260,9,326,女,4,Android,0.5,4,13,0.25,180,4,普通,否,否,高中,低,0
,292,21,1825,女,2,iOS,0.44,8,41,0.28,250,2,VIP,是,否,硕士,低,0
56,224,32,1945,女,2,iOS,0.3,15,61,0.77,255,2,普通,否,否,硕士,中,0
70,295,9,984,女,,Web,0.1,5,44,0.71,299,1,超级VIP,是,是,高中,低,0
27,213,46,1696,女,1,iOS,0.49,0,23,0.88,,2,超级VIP,是,是,高中,低,0
50,72,2,1232,女,4,Android,0.4,12,15,0.01,,1,普通,否,否,高中,中,0
57,103,1,1907,女,3,iOS,0.11,3,12,0.78,,1,普通,否,否,本科,高,0
33,157,7,605,男,3,Android,0.29,14,29,0.57,187,1,普通,是,否,高中,低,0
62,271,30,1617,女,5,Web,0.49,16,12,0.47,14,5,超级VIP,否,是,硕士,低,0
52,237,7,863,女,2,Web,,17,84,0.15,98,2,普通,是,是,,低,0
43,8,1,1795,女,2,Web,0.41,11,37,0.15,,,普通,是,是,高中,低,0
28,58,21,1183,男,4,Android,0.27,2,37,0.53,290,0,普通,是,是,本科,高,0
24,191,4,914,女,4,Android,0.08,14,50,0.21,68,4,普通,否,是,硕士,中,0
70,135,6,898,女,5,Web,0.16,5,22,0.49,176,3,普通,是,否,硕士,低,0
27,250,19,997,男,5,iOS,0.33,4,15,0.25,350,0,,否,否,本科,中,0
69,57,12,572,女,3,Android,0.35,9,87,0.8,161,5,普通,是,否,本科,低,0
51,176,1,37,女,3,Web,0.35,2,43,0.04,,0,普通,是,否,本科,中,0
48,,2,1847,,,Android,0.47,9,15,0.6,,0,普通,是,是,,,0
28,,40,679,女,4,Android,0.37,18,10,0.22,97,,普通,否,否,高中,高,0
62,99,,,女,3,iOS,0.39,20,25,0.36,228,5,普通,是,否,本科,中,0
62,164,20,1897,男,2,Web,0.11,13,14,0.69,233,4,普通,,是,硕士,高,0
19,125,44,375,男,3,Android,0.3,6,57,0.87,134,5,VIP,是,是,硕士,低,0
23,120,36,1604,女,4,Web,0.39,18,,0.87,294,2,普通,是,否,本科,中,0
49,216,6,746,女,1,Android,0.06,17,98,0.09,206,2,普通,是,否,高中,中,0
67,189,46,1493,男,4,iOS,0.49,0,29,0.88,345,5,超级VIP,是,是,本科,低,0
42,80,4,1153,男,2,Android,0.16,6,24,0.98,353,3,普通,是,是,高中,低,0
24,,6,1768,女,2,iOS,0.31,15,82,0.02,18,1,普通,否,是,本科,中,0
56,195,33,740,女,2,iOS,0.28,2,97,0.51,120,3,VIP,是,否,本科,低,0
28,157,,325,女,3,Web,0.47,12,32,,246,4,VIP,是,否,高中,低,0
,198,47,324,女,4,iOS,,4,51,0.16,257,3,VIP,是,是,本科,低,0
39,179,2,515,女,,iOS,0.13,14,48,0.11,,5,普通,否,否,高中,低,0
37,191,6,1684,女,2,Android,0.07,5,36,0.18,277,1,普通,是,,本科,高,0
66,106,,1951,男,3,Android,0.17,8,31,0.4,322,3,普通,是,是,本科,低,0
46,97,14,247,女,2,Android,0.22,2,40,0.21,270,5,VIP,是,是,高中,低,0
25,229,18,1873,男,4,Android,0.37,4,35,0.77,42,1,普通,,否,,低,0
69,241,,581,男,4,iOS,0.41,,16,0.59,126,4,普通,是,是,本科,低,0
50,41,20,202,男,2,Android,0.49,10,9,0.84,19,5,普通,否,是,本科,低,0
67,253,38,1171,男,5,iOS,0.22,4,16,0.6,309,0,VIP,是,否,高中,低,0
64,187,50,220,女,4,iOS,0.32,3,,0.41,102,1,普通,是,否,高中,低,0
70,86,49,262,男,5,Android,0.32,4,16,0.96,52,5,普通,是,是,硕士,低,0
47,144,37,1338,男,5,Android,0.47,4,90,0.84,123,5,超级VIP,是,否,本科,低,0
68,247,19,1019,男,2,Android,0.19,12,54,0.91,19,4,VIP,否,是,高中,中,0
27,30,7,683,女,3,Web,0.31,19,4,0.43,27,4,普通,否,否,本科,低,0
59,231,2,1054,女,5,Android,0.15,8,69,0.37,167,1,普通,否,否,硕士,中,0
61,134,21,1067,男,4,iOS,0.17,7,83,0.51,70,5,普通,是,否,高中,高,0
,12,5,1962,女,5,Android,0.37,3,66,0.12,331,2,VIP,是,,高中,中,0
50,177,39,1966,女,3,Web,0.38,10,2,0.63,226,2,普通,是,是,高中,低,0
19,204,21,,女,4,Android,0.39,6,77,0.21,224,5,普通,否,否,本科,中,0
47,16,18,85,男,4,Android,0.28,2,6,0.09,273,2,VIP,否,否,高中,中,0
30,199,8,1274,女,5,Web,0.49,6,3,,213,4,普通,是,否,硕士,中,0
58,31,11,1288,男,1,Web,0.09,0,49,0.72,,3,普通,是,是,本科,高,0
22,272,30,1103,女,3,Web,0.4,6,88,0.27,261,2,普通,是,是,本科,中,0
45,289,,1644,男,3,Web,,3,8,0.09,270,0,普通,否,否,本科,低,0
70,290,22,460,男,3,Android,0.45,17,59,0.41,101,0,普通,是,是,高中,中,0
56,233,9,1013,女,2,Android,0.3,20,75,,349,1,普通,是,是,高中,低,0
62,181,29,629,,4,Android,0.41,,11,0.41,247,4,普通,否,是,硕士,低,0
41,49,,17,女,1,iOS,0.13,19,4,0.39,220,4,普通,否,,本科,中,0
,32,10,1268,男,2,Android,0.43,17,92,0.74,104,0,VIP,否,是,高中,低,0
62,88,19,1176,男,3,iOS,0.21,3,26,0.14,211,,超级VIP,是,否,高中,低,0
44,240,44,1632,女,4,Android,0.31,,48,0.65,263,3,普通,否,是,博士,低,0
64,152,24,1565,女,,Android,0.3,5,35,0.9,95,,VIP,否,是,本科,高,0
70,56,9,114,女,5,iOS,,4,96,0.51,26,5,普通,是,否,本科,低,0
22,14,6,768,女,2,Web,0.35,9,29,0.33,100,2,普通,是,否,高中,低,0
45,113,1,352,女,2,Android,0.42,,97,0.95,,0,超级VIP,否,是,本科,低,0
70,141,20,1870,男,2,iOS,0.4,5,0,0.91,345,0,VIP,是,是,高中,高,0
